Cluster,kind,RA,DEC,plx,e_plx,CMDclass,quality,logAge_16,logAge_50,logAge_84,FeH_16,FeH_50,FeH_84,Av_16,Av_50,Av_84,dMod_16,dMod_50,dMod_84,X,Y,Z,Rgc
NGC_2437,o,115.44233629332692,-14.842711567345493,0.6,0.046,1.0,0,8.57,8.62,8.68,0.19,0.3,0.4,0.45,0.5,0.55,10.95,11.07,11.19,-1.0074327863452055,-1.2846145734308414,0.159749224086548,9.219
OC_0446,o,121.23672204976184,-39.12033014770461,1.131,0.042,0.97,0,6.54,6.64,6.77,-0.4,-0.25,-0.13,0.93,1.02,1.12,9.45,9.68,9.89,-0.2176360133627586,-0.8329290891866578,-0.0182671720473644,8.381
HSC_316,o,282.53184455300266,-0.503992524403934,0.271,0.069,0.88,1,6.75,6.96,7.14,0.65,0.88,1.1,5.07,5.22,5.41,11.7,12.11,12.47,2.232716031752444,1.4132989391757471,0.0387361015853308,6.056
Berkeley_76,o,106.6774342087689,-11.738344943009862,0.163,0.078,0.94,0,9.21,9.3,9.38,-0.42,-0.31,-0.17,1.78,1.88,1.98,13.03,13.2,13.39,-3.079304811887182,-3.090574338803329,-0.1021890228298502,11.62
HSC_1166,o,68.24070704513167,62.73386133372978,1.03,0.056,0.08,3,7.79,8.04,8.29,-0.11,0.07,0.24,1.76,1.9,2.04,10.48,10.78,11.14,-1.160875424244109,0.8000653406583149,0.2933221502994988,9.317
HSC_528,o,297.7059387423744,30.212702089172,0.106,0.063,0.9,0,9.07,9.16,9.27,-0.07,0.07,0.23,2.75,2.86,2.97,13.14,13.38,13.67,1.910344595347296,4.338099870806675,0.1903308150706485,7.577
NGC_2286,o,101.91006158321548,-3.170770860409549,0.409,0.05,1.0,0,8.82,8.89,8.95,0.32,0.48,0.58,0.79,0.86,0.93,11.68,11.81,11.94,-1.8764688720448903,-1.32958906056904,-0.0455319986229739,10.086
OC_0684,o,256.6294261825591,-35.39198872605186,0.898,0.046,0.87,0,6.85,6.93,7.01,-0.19,-0.09,0.02,1.77,1.84,1.9,9.95,10.11,10.31,1.034569562015859,-0.181964123769511,0.0984662595726542,7.09
HSC_1539,o,90.67417697527029,14.596162336931338,1.145,0.051,0.49,0,7.13,7.27,7.38,-0.03,0.15,0.31,0.45,0.53,0.62,9.83,10.02,10.22,-0.975579086467878,-0.2501189365410383,-0.0234029542919476,9.101
OCSN_31,o,330.9175480361532,51.33484238150004,3.676,0.05,0.71,0,7.49,7.57,7.66,0.02,0.09,0.17,0.36,0.43,0.5,7.13,7.25,7.38,-0.040176596710328,0.2784900958323267,0.025481990010689,8.167
HSC_1627,o,112.02804980108505,12.130925147088616,0.329,0.045,0.01,0,9.34,9.45,9.54,-0.48,-0.31,-0.17,0.37,0.47,0.56,12.0,12.21,12.44,-2.4142622181282825,-1.1824692215632224,0.6965365986474321,10.602
FSR_1744,o,252.9388753266324,-42.41365087098434,0.576,0.055,0.83,2,8.23,8.51,8.73,-1.03,-0.73,-0.46,1.83,2.08,2.31,11.38,11.98,12.57,2.3762545034238425,-0.7389179007491165,0.0857836928349808,5.793
NGC_2141,o,90.73769508434194,10.453929497589552,0.204,0.088,0.99,0,9.42,9.48,9.55,-0.12,0.01,0.12,0.99,1.06,1.13,12.5,12.65,12.8,-3.206178467420239,-1.044076033479949,-0.2926009869714504,11.376
UPK_38,o,280.7892865325622,-1.6052352193917834,1.687,0.062,0.86,0,6.51,6.63,6.76,-0.17,-0.03,0.13,2.31,2.42,2.55,8.83,9.1,9.34,0.5688785853570071,0.3358492808581732,0.0529379930057663,7.561
HSC_853,o,337.0851036033021,65.15538225755803,1.082,0.037,0.56,1,6.99,7.13,7.28,0.07,0.23,0.46,2.01,2.13,2.26,9.65,9.92,10.18,-0.3056222470426846,0.9077750633642292,0.1487894710599964,8.476
NGC_6266,g,255.3051996161212,-30.1084120914584,0.146,0.058,0.05,0,9.59,9.68,9.78,-0.71,-0.56,-0.41,1.58,1.7,1.82,12.93,13.18,13.42,4.264401378425092,-0.47974317865933,0.581762868266825,3.887
UBC_1136,o,311.47506309094007,52.28372334197371,0.52,0.037,0.99,0,7.83,7.91,7.99,0.1,0.25,0.4,1.72,1.78,1.83,11.27,11.42,11.57,-0.0083833788691318,1.9134405431954264,0.2338403629424622,8.353
NGC_2318,o,104.86025943945084,-13.81265083082165,0.712,0.046,0.99,0,8.7,8.76,8.82,0.47,0.59,0.71,0.86,0.92,1.0,10.69,10.82,10.97,-1.0077649799465078,-1.048762164692784,-0.0706186749040235,9.19
ASCC_24,o,98.28676721946228,-6.881710556037176,4.727,0.065,0.98,3,5.62,6.15,6.65,-0.93,-0.49,-0.07,0.0,0.0,0.0,5.8,6.43,7.1,-0.1530980115968301,-0.1153806759594578,0.0178269408150751,8.276
COIN-Gaia_4,o,26.111036638877145,58.74368670600941,0.463,0.048,0.98,0,7.84,7.92,8.01,0.44,0.57,0.69,1.82,1.87,1.93,11.78,11.95,12.12,-1.568001966363216,1.883235051559902,-0.1009058249555123,9.871
Theia_2185,o,160.5959699037331,-57.16514150232442,0.37,0.032,0.48,0,8.93,9.01,9.11,-0.11,0.07,0.21,0.82,0.95,1.07,11.65,11.87,12.1,0.6561470125629443,-2.2723995367301617,0.0988923126917918,7.804
UBC_324,o,255.94347983911905,-38.47259543152305,0.529,0.051,0.17,0,8.64,8.73,8.81,-0.26,-0.1,0.04,3.02,3.12,3.23,10.8,11.01,11.21,1.5522213441092818,-0.3516432831899425,0.088153339454905,6.579
HSC_1136,o,51.02979346417209,59.0011068830835,0.236,0.062,0.85,1,8.33,8.46,8.56,0.82,0.94,1.09,2.52,2.63,2.75,12.71,12.98,13.24,-3.085273783059669,2.454411392651113,0.169827800890677,11.473
Alessi_12,o,310.9016172399548,23.872574031580942,1.834,0.043,1.0,0,7.78,7.87,7.95,-0.06,0.04,0.13,0.42,0.47,0.53,8.61,8.75,8.85,0.2106352984011286,0.5092597811213644,-0.0703206494652166,7.928
HSC_2827,o,250.79027650838665,-43.6421306980202,0.84,0.031,1.0,0,8.46,8.63,8.77,0.2,0.38,0.53,0.73,0.82,0.92,10.04,10.24,10.43,1.0542718845377357,-0.3676693342989051,0.069343942039728,7.077
Palomar_12,o,326.6706138018448,-21.26172146150984,0.004,0.083,0.3,0,9.59,9.69,9.79,-0.4,-0.24,-0.07,0.29,0.4,0.51,14.31,14.62,14.85,4.8527291523907365,2.8679310932951125,-6.178975247325843,4.349
NGC_6633,o,276.8525859857044,6.646711730322972,2.538,0.041,1.0,0,8.44,8.52,8.59,0.03,0.13,0.21,0.76,0.84,0.91,7.84,7.96,8.07,0.312399483642154,0.2281346532542661,0.0975856101011457,7.813
CWNU_151,o,266.45587529321995,-33.47779919375383,0.573,0.048,1.0,1,7.39,7.66,7.94,-1.8,-1.47,-1.12,2.52,2.76,3.01,9.82,10.36,10.86,1.1765103346828854,-0.0793187257610303,-0.0108542126877076,6.946
CWNU_1409,o,271.994259991103,-18.51632304372791,0.522,0.056,0.36,0,7.55,7.7,7.85,0.14,0.38,0.58,2.99,3.12,3.23,11.09,11.41,11.69,1.8752258772850696,0.3840528923686424,0.064114880991072,6.259
HSC_2066,o,126.78400579505296,-38.80911736634595,0.188,0.044,0.44,1,7.45,7.59,7.75,0.2,0.43,0.63,3.1,3.25,3.38,13.52,13.85,14.25,-1.273509783125803,-5.749020774493054,0.0181442061242473,11.015
Czernik_17,o,58.099095248815416,61.96910713950297,0.14,0.052,0.69,0,8.14,8.24,8.35,0.46,0.66,0.79,1.96,2.07,2.17,13.92,14.17,14.49,-5.382947840280156,4.125378761636693,0.7922298927552551,14.121
UBC_220,o,110.66732903313624,-17.172214828350114,0.306,0.046,1.0,0,8.28,8.34,8.41,-0.03,0.09,0.24,1.79,1.86,1.91,12.08,12.25,12.4,-1.745933659301869,-2.211891744351223,-0.0077954770604945,10.113
HSC_2393,o,165.0781762786504,-59.99247189215639,0.099,0.026,0.26,1,8.21,8.36,8.53,0.3,0.54,0.78,2.44,2.61,2.78,11.93,12.34,12.68,0.9783067843777752,-2.7699677590881198,0.0359397509244031,7.662
UPK_613,o,226.2938237950636,-49.12105796686971,1.127,0.041,0.99,0,8.25,8.4,8.57,-0.82,-0.59,-0.41,0.52,0.66,0.82,9.28,9.54,9.79,0.6507236247179131,-0.4674779221828002,0.1542676193518771,7.486
BDSB_124,o,280.7871515854301,-3.654038794604757,0.291,0.071,0.33,0,7.9,8.01,8.12,0.2,0.35,0.49,4.91,5.01,5.09,12.5,12.74,13.0,3.096912776328473,1.6979761818992791,0.0444720773937943,5.304
UBC_295,o,207.5534797493383,-60.39065358288568,0.579,0.036,1.0,0,8.6,8.69,8.79,-0.16,0.02,0.19,0.92,1.03,1.13,10.51,10.73,10.91,0.9019033285778963,-1.0695829603675788,0.0797495996566667,7.299
CWNU_29,o,133.3517110234187,-72.69901911556151,1.723,0.032,0.98,0,7.52,7.71,7.86,-0.02,0.12,0.28,0.39,0.49,0.62,8.56,8.75,8.96,0.1594475771730179,-0.5118726388073527,-0.1281030656649036,7.979
HSC_1447,m,103.77022094485568,24.01918120896525,3.056,0.056,0.95,0,7.86,7.99,8.12,0.06,0.17,0.27,0.17,0.24,0.32,7.48,7.64,7.81,-0.3235581893616679,-0.066785399328851,0.1093886508788577,8.446
OC_0501,o,137.2018098213841,-46.48147611087571,0.622,0.032,0.83,0,7.49,7.61,7.71,0.2,0.39,0.57,2.19,2.28,2.37,10.95,11.18,11.41,-0.0516483639246523,-1.7208955233217096,0.0676707103425522,8.353
NGC_6139,g,246.91770078821008,-38.84823402336893,0.082,0.086,0.25,0,9.53,9.59,9.66,-0.31,-0.17,-0.05,2.16,2.25,2.35,13.71,13.9,14.11,5.702258166120092,-1.812009045789308,0.755031319531523,3.023
CWNU_1791,o,104.31349817453032,-1.0903774618136033,0.31,0.048,1.0,0,8.2,8.33,8.45,-0.27,-0.06,0.14,1.27,1.37,1.48,12.17,12.42,12.68,-2.5094910444661043,-1.7290471904464229,0.090392449094248,10.771
HSC_2248,o,145.00886541067564,-53.7420969077615,0.252,0.042,0.08,1,7.51,7.7,7.93,-0.25,-0.07,0.14,2.77,2.92,3.05,12.32,12.7,13.01,0.4177413107363739,-3.4417340500478217,-0.0096398638991819,8.438
CWNU_2333,o,115.5434035985462,-25.88828981077813,0.218,0.048,1.0,0,7.37,7.51,7.63,-0.47,-0.31,-0.12,1.41,1.49,1.56,12.78,12.98,13.25,-1.8795695683731868,-3.466871523668538,-0.0454417768142748,10.585
CWNU_2583,o,326.8030986759104,57.02515788144544,0.444,0.042,0.99,0,7.4,7.51,7.61,0.19,0.35,0.51,3.03,3.09,3.17,11.42,11.62,11.83,-0.3594605371342503,2.075411812556637,0.1403292098078337,8.732
FSR_0536,o,19.91275917333116,63.052568116556856,0.267,0.059,1.0,0,7.45,7.53,7.62,0.43,0.55,0.68,4.22,4.3,4.36,13.1,13.29,13.49,-2.6820166806831782,3.6751631256113417,0.0767161910859063,11.412
HSC_276,o,287.43123143315864,-8.340799889984101,1.089,0.04,0.81,0,7.5,7.57,7.66,0.02,0.16,0.3,1.15,1.22,1.29,9.61,9.77,9.95,0.7898587589945745,0.4119741149961737,-0.0830532866990004,7.344
NGC_7058,o,320.5013061571117,50.81405470543361,2.732,0.042,0.97,0,7.18,7.32,7.44,-0.14,-0.03,0.09,0.48,0.57,0.65,7.73,7.88,8.05,-0.0190814575878413,0.3761994849525353,0.0454184461369653,8.15
UFMG_37,o,230.19760531079004,-57.765036487881545,0.746,0.047,0.5,0,8.6,8.76,8.89,-0.33,-0.12,0.08,2.77,2.93,3.08,9.68,9.93,10.19,0.760988924685492,-0.5986645422394405,0.0316418495854536,7.385
Berkeley_91,o,317.7129935829129,48.53711712659998,0.198,0.056,0.18,0,8.87,8.99,9.1,-0.55,-0.35,-0.16,3.76,3.9,4.02,13.38,13.69,14.0,-0.0017065987877646,5.470092584436102,0.068627387657416,9.794
OC_0370,o,107.23409399390228,-7.195105274816225,1.135,0.046,1.0,0,8.17,8.25,8.33,0.02,0.14,0.24,0.19,0.25,0.3,9.6,9.71,9.85,-0.6569938913888933,-0.5777606873257329,0.0522406987817077,8.798
HSC_2199,o,129.3653491065351,-53.349434122818906,0.458,0.036,0.95,0,8.61,8.71,8.82,-0.02,0.13,0.29,1.39,1.51,1.65,11.21,11.45,11.68,0.0108132730621637,-1.9335860044757809,-0.209443372579527,8.338
HSC_931,o,199.34994933925847,61.3094800412171,1.8,0.034,0.99,0,8.56,8.63,8.72,0.4,0.51,0.62,0.83,0.9,0.98,8.65,8.77,8.91,-0.1466999170044367,0.2850306780549176,0.5099329061278194,8.274
HSC_832,o,338.9532142574245,59.98875671185073,0.352,0.054,0.08,2,7.07,7.27,7.44,-0.03,0.23,0.54,4.21,4.38,4.56,13.14,13.51,13.94,-1.4481575483428326,4.82044910296996,0.1732029065842763,10.716
UPK_82,o,298.2433999195994,26.412360623941908,1.828,0.037,0.99,0,7.49,7.58,7.66,-0.33,-0.2,-0.07,0.76,0.84,0.91,8.56,8.7,8.84,0.2476651425391169,0.490552234776783,0.0362291505648831,7.89
HSC_2193,o,137.50954936150356,-48.682424050704746,1.419,0.045,0.75,3,9.27,9.62,9.94,0.02,0.25,0.47,2.24,2.42,2.63,10.45,10.92,11.28,0.000883851222678,-1.5275120770349542,0.0287866486902467,8.264
UPK_627,o,244.96617826926897,-53.59268903922734,1.887,0.05,0.89,0,7.99,8.09,8.21,-0.28,-0.14,-0.01,0.62,0.71,0.82,8.35,8.51,8.67,0.4394683613577932,-0.2447352705153198,0.0190505307180814,7.686
BH_202,o,253.78326711582363,-40.94659327052518,0.57,0.052,1.0,0,8.72,8.79,8.88,-0.12,0.02,0.14,1.92,2.0,2.08,10.66,10.81,10.98,1.3972532463030625,-0.3937343067938502,0.0784678602200496,6.736
HSC_2690,o,215.44373160083515,-38.823054685636095,6.805,0.048,0.89,1,7.53,7.92,8.28,0.24,0.41,0.59,0.59,0.75,0.88,5.53,5.72,5.92,0.102238731382835,-0.0809343119915295,0.0907037986512905,8.02
Gulliver_5,o,132.4474939390238,-45.48162629062695,0.432,0.029,0.95,0,6.87,6.95,7.03,0.22,0.37,0.48,1.99,2.06,2.13,11.78,11.98,12.17,-0.2015143392021894,-2.480330776868315,-0.0002476314460552,8.685
HSC_1967,o,118.01366746305084,-27.62250500102729,0.203,0.042,0.97,0,7.05,7.18,7.3,-0.55,-0.34,-0.1,1.47,1.6,1.71,12.36,12.65,12.93,-1.4775425381527931,-3.049283023370592,0.027507441046298,10.072
UBC_152,o,314.3305713233472,47.39749440258706,0.722,0.032,1.0,0,8.22,8.29,8.37,0.42,0.53,0.65,1.74,1.79,1.85,10.67,10.82,10.97,0.0596711701433037,1.4572719591940708,0.0722596187688014,8.193
UBC_565,o,264.0130847145977,-33.93869959841414,0.39,0.047,0.39,1,6.99,7.14,7.28,-0.7,-0.48,-0.29,4.0,4.12,4.26,10.88,11.21,11.58,1.7380166962850003,-0.1619563607138658,0.0091089269833569,6.386
Loden_1002,o,208.59327996843177,-65.4079516401049,0.753,0.037,1.0,0,8.3,8.42,8.55,-0.35,-0.19,-0.06,0.81,0.9,0.98,10.23,10.4,10.57,0.7620315285804713,-0.9271611315851932,-0.0302369492156505,7.418
CWNU_1972,o,122.58860783164418,-24.5855139470491,0.477,0.03,0.99,0,7.9,8.0,8.11,-0.4,-0.24,-0.09,0.49,0.55,0.63,11.44,11.61,11.78,-0.9252152864525378,-1.875615674901406,0.219200292773663,9.24
UPK_20,o,281.11393043660644,-14.550860090579295,2.127,0.046,0.98,0,8.06,8.16,8.28,0.13,0.27,0.39,1.92,2.01,2.1,8.3,8.45,8.6,0.460740682727379,0.1601600121706723,-0.0028367820164215,7.663
Ruprecht_18,o,111.1369106361356,-26.224769189569383,0.383,0.041,0.79,0,8.35,8.43,8.5,0.22,0.38,0.52,1.96,2.03,2.09,11.79,11.98,12.12,-1.243114914394683,-2.145684097138425,-0.1706489034459543,9.608
UBC_535,o,237.54261754461712,-56.77237681803463,0.31,0.043,0.95,0,7.74,7.92,8.08,0.06,0.26,0.45,2.06,2.19,2.32,11.62,11.95,12.23,2.024239192438692,-1.3856410417242175,-0.0487232085178485,6.253
IC_1590,o,13.24241068931749,56.61904217081745,0.336,0.042,0.48,1,7.07,7.22,7.36,-0.43,-0.24,-0.07,0.78,0.9,1.04,11.3,11.61,11.91,-1.141309019875013,1.7469917727502795,-0.1840574981719826,9.427
UBC_321,o,251.8942136248299,-44.52983775412251,0.392,0.061,0.81,0,9.18,9.28,9.37,-0.49,-0.32,-0.16,2.69,2.83,2.96,10.74,10.97,11.24,1.4745505103848089,-0.5188117987270824,0.0482488950954224,6.668
Berkeley_22,o,89.6172101702247,7.753102627056325,0.148,0.083,0.12,0,9.37,9.46,9.56,-0.44,-0.26,-0.12,1.39,1.52,1.65,13.68,13.97,14.27,-5.796233701204319,-2.095348562321345,-0.8178446011782765,14.075
Loden_915,o,205.1911696229023,-58.87841761967086,1.389,0.029,1.0,0,8.54,8.63,8.72,-0.26,-0.13,-0.02,0.26,0.33,0.41,9.03,9.17,9.32,0.4313757385805781,-0.5272472026181271,0.0807718103531739,7.709
UBC_1602,o,354.8597377324674,61.31475567728124,0.385,0.041,0.99,0,7.23,7.34,7.45,0.52,0.77,0.97,2.1,2.19,2.29,12.0,12.28,12.56,-1.1805578146300562,2.6022726330373747,0.0267266388367692,9.66
OC_0298,o,75.6462747977006,19.719982094954464,0.738,0.055,1.0,0,8.46,8.54,8.63,0.25,0.41,0.56,1.58,1.66,1.75,10.68,10.84,11.02,-1.4328181152141894,-0.0564042598792571,-0.2922840955885237,9.555
Theia_260,o,315.83522570738216,17.320100660439167,1.626,0.041,0.45,0,7.72,7.82,7.94,0.16,0.29,0.41,0.29,0.38,0.45,8.85,9.0,9.17,0.2514583957108298,0.5404950159486379,-0.1651713167479167,7.889
UBC_1257,o,57.97147552520245,48.42796397239579,0.619,0.045,1.0,0,7.93,8.06,8.18,-0.22,-0.04,0.12,2.05,2.12,2.19,11.06,11.27,11.45,-1.5664658893548449,0.8659174178362854,-0.0901459351468027,9.727
Czernik_8,o,38.22336809090648,58.76462753254885,0.34,0.06,0.95,0,7.73,7.83,7.93,0.45,0.58,0.72,2.98,3.04,3.1,12.46,12.61,12.8,-2.38301307671364,2.319542226811551,-0.0425631484647462,10.758
HSC_1937,o,110.8924792355351,-28.609806261399,0.197,0.043,0.45,0,8.93,9.06,9.16,-0.58,-0.44,-0.29,1.16,1.26,1.4,12.79,13.05,13.27,-1.9056728009579764,-3.573616304955244,-0.3982241050700154,10.645
Theia_3796,o,87.51235808901458,31.686694663226746,0.717,0.034,1.0,0,8.51,8.59,8.67,-0.16,-0.01,0.12,0.53,0.6,0.67,10.44,10.61,10.76,-1.3224681641824905,0.0429840999444676,0.096739623660846,9.445
CWNU_1767,o,354.9010186284301,62.02801460006124,0.495,0.036,0.36,0,7.87,8.03,8.18,0.26,0.52,0.74,2.78,2.9,3.0,11.4,11.73,12.02,-0.9239005008723692,2.016565018233106,0.0564166705285102,9.268
Theia_1907,o,245.07022920632568,-45.05930887631294,0.766,0.051,1.0,0,8.06,8.14,8.22,0.09,0.21,0.34,1.53,1.59,1.64,10.34,10.48,10.62,1.1456978269674405,-0.4876288414571577,0.1165750752487697,6.993
UPK_55,o,296.798556492124,10.450966856499177,1.248,0.051,0.96,0,7.93,8.06,8.15,0.27,0.4,0.5,0.67,0.72,0.79,9.37,9.53,9.67,0.5269608943472761,0.6000396063497664,-0.0629331980915008,7.619
HSC_2081,o,127.03534589205849,-40.31626147830751,0.403,0.043,1.0,0,7.84,7.96,8.09,1.09,1.21,1.35,2.79,2.88,2.96,11.79,12.03,12.29,-0.4926015600214057,-2.498373632207194,-0.0007201128296063,8.97
CWNU_458,o,227.48056985765209,-56.35951505006565,0.488,0.061,0.5,0,7.47,7.58,7.69,0.52,0.65,0.82,3.21,3.3,3.39,11.34,11.55,11.74,1.592683248561536,-1.276602737012387,0.0908361072756863,6.653
Theia_345,o,84.98883090537974,19.187625749298245,1.975,0.036,1.0,0,8.35,8.46,8.56,-0.14,-0.01,0.13,0.56,0.67,0.76,8.3,8.46,8.57,-0.4849183757268438,-0.065069002883257,-0.010335221161027,8.607
NGC_2447,o,116.14647310670247,-23.85307539817528,0.993,0.034,1.0,0,8.74,8.8,8.87,0.1,0.19,0.27,0.04,0.09,0.14,9.86,9.98,10.1,-0.494700850871606,-0.8584738260285865,0.045517764343238,8.659
Hogg_22,o,251.6910069291508,-47.17761389591569,0.354,0.036,0.99,0,6.91,7.0,7.08,0.16,0.32,0.53,2.08,2.14,2.2,11.65,11.92,12.13,2.2520184472657165,-0.8869119724376198,-0.0158601663802993,5.937
Pal_14,g,242.7182293927062,14.941204391849425,0.125,0.088,0.05,1,9.42,9.64,9.84,-0.21,0.09,0.34,0.0,0.0,0.06,14.48,14.97,15.4,6.423744251249217,3.5086579190793783,6.652189531717198,3.898
UFMG_53,o,195.45508651294125,-64.02721306595348,0.32,0.041,0.15,2,8.37,8.58,8.79,-0.74,-0.41,-0.09,2.79,3.01,3.22,12.81,13.44,13.87,2.730240519564618,-4.037676468954597,-0.0656554739927775,6.736
HSC_695,m,242.50457416202505,57.5564283935912,0.099,0.058,0.85,0,9.84,9.96,10.09,-0.64,-0.43,-0.22,0.0,0.0,0.13,13.59,14.03,14.38,0.1452171573854794,4.604146174100579,4.480836836709621,9.21
Berkeley_29,o,103.27297620159275,16.93388411902957,0.047,0.062,0.12,0,9.76,9.87,9.98,-0.62,-0.44,-0.23,0.29,0.43,0.55,14.37,14.74,15.06,-8.354857474559495,-2.7069499798947856,1.2957580085623517,16.698
UBC_1464,o,142.4451427340735,-53.45612520953302,0.307,0.038,0.11,0,7.92,8.01,8.12,0.56,0.71,0.88,3.24,3.34,3.43,12.44,12.67,12.92,0.3336094658551536,-3.402050711861817,-0.0572299465197819,8.499
CWNU_1421,o,77.80973711626497,34.21468073124148,0.324,0.069,1.0,0,8.4,8.51,8.61,-0.21,-0.07,0.12,1.65,1.76,1.86,11.74,11.96,12.17,-2.435851017773245,0.361897964676807,-0.088322831471022,10.564
UBC_130,o,298.05886372628527,27.44234728273509,0.395,0.034,0.94,0,8.21,8.36,8.5,-1.06,-0.77,-0.46,1.86,1.99,2.12,10.66,10.96,11.28,0.6817993693572584,1.398644288721376,0.0446228331043845,7.571
CWNU_2692,o,194.0925331109891,-60.448508348936166,0.451,0.036,1.0,0,7.86,8.02,8.17,0.16,0.32,0.47,0.86,0.96,1.03,11.57,11.78,12.0,1.2533123599371798,-1.890237911735989,0.1341309229884289,7.124
COIN-Gaia_34,o,31.129691808820827,61.80687634571309,1.044,0.034,0.96,0,7.84,7.94,8.02,0.01,0.12,0.26,1.89,1.95,2.01,9.87,10.01,10.14,-0.664975637040012,0.7529981009081159,0.0459273294003407,8.819
Theia_436,o,220.2153378146319,-65.56008690234121,4.645,0.053,0.99,0,7.77,8.08,8.42,0.05,0.18,0.32,0.23,0.37,0.51,6.46,6.64,6.83,0.147063249752458,-0.1526576405024528,0.0224783792871786,7.976
Gulliver_30,o,313.6516066061267,45.99238093305146,0.448,0.036,0.94,0,7.92,8.01,8.11,-0.03,0.11,0.25,2.0,2.06,2.12,11.54,11.71,11.87,0.1424125250713404,2.1931030892014136,0.0663612302185437,8.275
Theia_1957,o,286.5022482320716,3.327802165417045,0.332,0.055,0.23,0,7.22,7.36,7.47,0.24,0.41,0.6,2.53,2.61,2.7,11.87,12.16,12.42,2.142429209934127,1.6474256252292747,-0.0449496752096683,6.202
HSC_1644,o,79.05507462586321,-7.6347635989499985,5.844,0.08,0.55,3,5.57,5.97,6.38,-0.84,-0.5,-0.21,0.0,0.0,0.0,5.21,5.62,6.09,-0.1060181361270728,-0.0584235974106921,-0.0135568636109966,8.228
CWNU_1648,o,245.21645160918263,-49.90287049998714,0.359,0.042,0.6,0,7.94,8.1,8.25,0.1,0.29,0.49,2.53,2.67,2.82,11.46,11.79,12.09,2.0424874882571,-1.014055402001245,0.039305368217307,6.164
HSC_580,o,305.51391432308355,34.413709872646145,0.41,0.07,0.32,2,7.45,7.61,7.78,0.41,0.63,0.79,4.16,4.31,4.46,12.22,12.52,12.77,0.9150854973099928,3.056433569959238,-0.0408317258183725,7.828
UBC_550,o,252.6400442926487,-45.06968916132439,0.392,0.052,0.95,0,8.36,8.45,8.53,0.49,0.61,0.75,2.61,2.7,2.77,11.67,11.85,12.03,2.2102726469383773,-0.7808893910589556,0.0207899241421947,5.963
CWNU_1205,o,321.9046975164026,70.66560710865929,4.272,0.047,0.72,0,7.4,7.5,7.62,0.09,0.19,0.27,0.5,0.58,0.66,6.7,6.85,6.97,-0.0683787519552332,0.2167149090570284,0.0991277217279971,8.193
HSC_230,o,277.9816878668915,-10.05080975205772,0.311,0.07,0.45,0,7.57,7.73,7.88,-0.21,-0.03,0.15,4.78,4.9,5.01,11.47,11.82,12.12,2.1470613235399085,0.857665266401481,0.0243974953771147,6.036
Theia_89,o,230.9613965804681,-60.21680038203026,1.339,0.039,1.0,0,8.7,8.83,8.95,-0.37,-0.2,-0.02,0.33,0.47,0.58,8.85,9.03,9.23,0.4951504186215807,-0.40385100813314,0.0097023395724214,7.638
UBC_1600,o,329.72742695254146,46.03052980769794,0.401,0.039,1.0,0,8.87,8.95,9.03,0.07,0.21,0.39,0.33,0.4,0.47,11.58,11.74,11.88,-0.1687544904400972,2.2051862298457925,-0.231511402683736,8.579
Berkeley_54,o,315.7370002548722,40.4291781204422,0.14,0.056,0.18,0,9.27,9.34,9.42,-0.49,-0.31,-0.17,2.56,2.66,2.77,13.87,14.06,14.23,0.7795356884967752,6.422208219868015,-0.4277293650210406,9.755
HSC_2019,o,121.1246154825319,-33.97267091954335,0.293,0.052,1.0,0,8.31,8.41,8.52,0.15,0.29,0.45,2.04,2.11,2.2,12.07,12.28,12.46,-0.9322413426412997,-2.7004651605460825,-0.0231151467580405,9.448
HSC_2862,o,258.3573256625138,-40.768465507042414,0.294,0.053,0.03,3,6.75,6.89,7.03,0.18,0.39,0.58,4.98,5.16,5.34,11.95,12.28,12.64,2.778103633650158,-0.6667913743408795,-0.0175706010260752,5.385
OC_0403,o,113.3149100440931,-20.16029772419732,0.346,0.043,1.0,0,7.39,7.5,7.63,-0.26,-0.05,0.12,1.58,1.67,1.74,11.72,11.92,12.17,-1.3698966168949909,-1.996144691928881,0.0316853130751259,9.7
UBC_443,o,98.62978305565925,-6.804248975828573,0.295,0.057,0.64,0,9.04,9.09,9.15,-0.28,-0.17,-0.01,1.14,1.2,1.27,11.89,12.05,12.16,-2.036419872703247,-1.5391898208355932,-0.2595889794569445,10.274
Teutsch_J1037.3+6034,o,159.32686777612645,-60.57192227023107,0.151,0.049,0.91,0,8.54,8.71,8.86,-0.81,-0.58,-0.35,1.7,1.86,2.03,12.05,12.4,12.77,0.8910444989866813,-2.88375092484662,-0.0592769600156134,7.785
Ruprecht_130,o,266.8980776731015,-30.095440192943887,0.381,0.061,0.97,0,7.54,7.78,8.03,-1.32,-1.05,-0.75,3.39,3.66,3.9,10.74,11.25,11.72,1.777809417518835,-0.0238344416806928,0.0069885315635363,6.344
Trumpler_25,o,261.1250597081471,-39.008118343846384,0.415,0.051,0.77,0,7.64,7.76,7.86,-0.55,-0.41,-0.25,3.71,3.82,3.91,11.31,11.54,11.79,1.99503089397027,-0.3818595656796938,-0.0263433161762424,6.139
HSC_1116,o,40.67770878829683,56.38818189169153,0.397,0.047,0.44,0,7.59,7.77,7.95,-0.17,0.02,0.24,1.96,2.05,2.15,11.81,12.08,12.33,-1.9318313338538555,1.743586474936656,-0.0993514920173333,10.204
