Cluster,RA_ICRS,DE_ICRS,r50,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,NRV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,FileName,SimbadName,_RA.icrs,_DE.icrs,name,new_x,new_y,bandwidth,memb,new_ra,new_dec
NGC_2422         ,114.1419,-14.4834,0.256,433,-7.053,0.272,0.968,0.274,2.069,0.073,  35.750,  3.419, 49,477,3,8.19,0.097,0.132,0.054,0.307,0.043,clusters1/NGC_2422.dat         ,NGC 2422                ,114.1419,-14.4834,NGC_2422,0.0703688694128716,-0.021230976107244,2.0,0.5,114.15063002945811,-14.485950038795469
NGC_2423         ,114.2927,-13.8344,0.28,425,-0.729,0.166,-3.642,0.171,1.043,0.054,  19.996,  0.619, 29,924,14,9.037,0.033,0.122,0.038,0.296,0.065,clusters1/NGC_2423.dat         ,NGC 2423                ,114.2927,-13.8344,NGC_2423,0.0822311747787907,-0.6348929755410424,4.2,0.5,114.29795225249323,-13.873768657106398
NGC_2425         ,114.5717,-14.8835,0.047,251,-3.561,0.176,1.997,0.169,0.254,0.076, 103.045,  0.560,  6,2714,123,9.604,0.071,0.047,0.089,0.836,0.06,clusters1/NGC_2425.dat         ,NGC 2425                ,114.5717,-14.8835,NGC_2425,0.4400320481189155,-0.1347378847399261,1.2,0.5,114.58131221329819,-14.886344277425534
NGC_2428         ,114.8232,-16.5537,0.143,175,-3.309,0.165,2.461,0.122,0.712,0.053,  52.788,  0.339,  4,1262,31,8.871,0.028,-0.043,0.064,0.317,0.077,clusters1/NGC_2428.dat         ,NGC 2428                ,114.8232,-16.5537,NGC_2428,0.0796953797888537,0.3368725045984861,2.4,0.5,114.82697438150115,-16.53840569268791
NGC_2432         ,115.2217,-19.0856,0.06,187,-0.69,0.111,1.611,0.127,0.493,0.05,  51.480,  0.521, 10,1651,51,8.971,0.031,0.014,0.105,0.735,0.095,clusters1/NGC_2432.dat         ,NGC 2432                ,115.2217,-19.0856,NGC_2432,-0.0064185439647195,0.1677246660484366,1.0,0.5,115.22146430481749,-19.07977933631213
NGC_2437         ,115.4363,-14.9154,0.197,952,-3.837,0.171,0.371,0.151,0.609,0.065,  54.544,  0.361,  7,1521,60,8.709,0.049,0.011,0.071,0.437,0.033,clusters1/NGC_2437.dat         ,NGC 2437                ,115.4363,-14.9154,NGC_2437,0.2107646137411336,1.381571241244977,3.9,0.5,115.44451431089205,-14.863356321554756
NGC_2439         ,115.1881,-31.6893,0.07,538,-2.293,0.105,3.15,0.12,0.238,0.049,        ,       ,   ,3386,136,7.334,0.081,-0.117,0.074,1.35,0.024,clusters1/NGC_2439.dat         ,NGC 2439                ,115.1881,-31.6893,NGC_2439,0.3642363252184566,-0.3311246759370867,3.1,0.9,115.19534372449345,-31.694902880524
NGC_2447         ,116.157,-23.866,0.196,740,-3.577,0.2,5.048,0.185,0.975,0.062,  22.392,  0.499, 23,1004,10,8.825,0.029,-0.051,0.01,0.116,0.038,clusters1/NGC_2447.dat         ,NGC 2447                ,116.157,-23.866,NGC_2447,-0.3596320092753764,0.2573237431101844,3.3,0.5,116.13456029851682,-23.85131354863127
NGC_2448         ,116.0712,-24.8329,0.259,133,-3.436,0.117,2.927,0.136,0.882,0.051,        ,       ,   ,1073,34,8.147,0.213,-0.107,0.056,0.274,0.089,clusters1/NGC_2448.dat         ,NGC 2448                ,116.0712,-24.8329,NGC_2448,-0.4497076015498829,-0.7220295859311037,3.4,0.5,116.04473179955556,-24.87145242462119
NGC_2451A        ,115.752,-38.2784,1.067,313,-21.058,0.919,15.332,0.727,5.15,0.129,  23.266,  1.743, 42,193,1,7.737,0.047,0.05,0.057,0.067,0.038,clusters1/NGC_2451A.dat        ,NGC 2451A               ,115.7521,-38.2785,NGC_2451A,0.0738581709049714,0.0683627932420876,2.7,0.5,115.77992333893131,-38.25810187351763
NGC_2451B        ,116.0083,-37.861,0.639,258,-9.628,0.594,4.715,0.435,2.719,0.103,  16.949,  3.091, 37,360,3,7.659,0.064,0.05,0.054,0.308,0.06,clusters1/NGC_2451B.dat        ,NGC 2451B               ,116.0084,-37.861,NGC_2451B,0.6449171714160311,-0.7197598807962233,3.3,0.5,116.1385108484997,-37.97548183638688
NGC_2453         ,116.8895,-27.1895,0.032,124,-2.331,0.091,3.403,0.093,0.22,0.062,        ,       ,   ,3842,283,7.498,0.265,-0.171,0.063,1.624,0.079,clusters1/NGC_2453.dat         ,NGC 2453                ,116.8895,-27.1895,NGC_2453,0.5780529242697172,-0.2016529084239851,2.4,0.5,116.89919166896335,-27.192506918438784
NGC_2455         ,117.2765,-21.3052,0.088,130,-2.757,0.077,2.701,0.077,0.297,0.042,  68.964,  0.452,  3,2550,157,8.538,0.193,-0.222,0.107,1.066,0.062,clusters1/NGC_2455.dat         ,NGC 2455                ,117.2765,-21.3052,NGC_2455,0.3334128191617047,0.3787720718439598,2.6,0.5,117.2845404981673,-21.29668920462349
NGC_2477         ,118.0443,-38.5372,0.143,1870,-2.455,0.186,0.866,0.211,0.667,0.04,   8.713,  0.596,113,1351,47,8.973,0.041,0.075,0.025,1.19,0.079,clusters1/NGC_2477.dat         ,NGC 2477                ,118.0443,-38.5372,NGC_2477,0.0904507930797997,0.0041049175844314,2.2,0.5,118.04920409281183,-38.537025808562
NGC_2479         ,118.7555,-17.7312,0.08,133,-4.334,0.118,1.059,0.084,0.623,0.07,  40.969,  0.577, 11,1501,61,9.086,0.047,-0.104,0.123,0.259,0.066,clusters1/NGC_2479.dat         ,NGC 2479                ,118.7555,-17.7312,NGC_2479,0.2050643102096492,0.1963586365511771,1.7,0.5,118.7637177097985,-17.723704478490006
NGC_2482         ,118.795,-24.2627,0.149,126,-4.708,0.118,2.209,0.181,0.727,0.061,  39.007,  0.343,  4,1308,71,8.672,0.064,0.031,0.139,0.303,0.07,clusters1/NGC_2482.dat         ,NGC 2482                ,118.795,-24.2627,NGC_2482,0.1481040926297065,-0.058751800267383,2.3,0.5,118.80211627315512,-24.265273404931463
NGC_2489         ,119.0647,-30.0597,0.065,278,-2.53,0.11,2.084,0.154,0.47,0.041,  38.798,  0.417,  7,1940,122,8.402,0.239,0.313,0.136,1.531,0.074,clusters1/NGC_2489.dat         ,NGC 2489                ,119.0647,-30.0597,NGC_2489,-0.0072855416665227,-0.1298324138510365,1.3,0.5,119.0644513831754,-30.063534458200806
NGC_2506         ,120.0106,-10.7752,0.089,1449,-2.569,0.167,3.911,0.126,0.296,0.085,  83.049,  0.872, 40,3231,40,9.322,0.024,-0.247,0.055,0.261,0.049,clusters1/NGC_2506.dat         ,NGC 2506                ,120.0106,-10.7752,NGC_2506,0.2026668674201097,0.1391194026850115,4.2,0.5,120.01425839459436,-10.7727329545241
NGC_2509         ,120.1998,-19.0583,0.061,250,-2.708,0.098,0.766,0.089,0.364,0.041,  61.087,  0.697, 21,2411,118,9.18,0.044,0.082,0.137,0.326,0.066,clusters1/NGC_2509.dat         ,NGC 2509                ,120.1998,-19.0583,NGC_2509,0.0561478047833059,0.1130671079440226,1.6,0.5,120.20121167106971,-19.055613031509715
NGC_2516         ,119.5506,-60.7854,0.389,785,-4.704,0.473,11.221,0.383,2.417,0.049,  24.429,  2.258,120,408,1,8.442,0.085,-0.008,0.028,0.449,0.05,clusters1/NGC_2516.dat         ,NGC 2516                ,119.5506,-60.7854,NGC_2516,-0.2042509849268645,-0.1224654291148841,2.0,0.5,119.4918014171101,-60.80258507677707
NGC_2527         ,121.2373,-28.0986,0.392,348,-5.554,0.273,7.282,0.221,1.532,0.072,  40.043,  1.135, 42,630,8,8.903,0.082,-0.019,0.045,0.232,0.057,clusters1/NGC_2527.dat         ,NGC 2527                ,121.2373,-28.0986,NGC_2527,0.2354447765162781,-0.2247100355034561,4.0,0.5,121.26157823854851,-28.119034271091603
NGC_2533         ,121.7693,-29.8758,0.057,102,-3.178,0.079,5.039,0.071,0.334,0.04,  34.631,  1.412,  3,2613,180,8.871,0.066,-0.103,0.08,1.307,0.121,clusters1/NGC_2533.dat         ,NGC 2533                ,121.7693,-29.8758,NGC_2533,0.1044400941293677,0.346897633062099,1.6,0.5,121.77194085502083,-29.868193479123747
NGC_2539         ,122.657,-12.8345,0.185,514,-2.332,0.144,-0.592,0.158,0.76,0.067,  29.240,  0.514, 15,1243,50,8.883,0.035,0.015,0.087,0.215,0.006,clusters1/NGC_2539.dat         ,NGC 2539                ,122.657,-12.8345,NGC_2539,0.2916622435155638,0.0784313055891807,3.3,0.5,122.67078839877014,-12.830884368897573
NGC_2546         ,123.0907,-37.6492,0.208,148,-3.769,0.091,3.86,0.177,1.035,0.058,  15.907,  0.353,  5,938,24,8.158,0.069,0.112,0.09,0.561,0.039,clusters1/NGC_2546.dat         ,NGC 2546                ,123.0907,-37.6492,NGC_2546,-0.3183100823318181,-0.3432960231680191,2.9,0.5,123.06613615619989,-37.67016697835133
NGC_2547         ,122.4841,-49.1783,0.268,222,-8.597,0.304,4.24,0.277,2.546,0.072,  13.694,  1.798, 19,386,0,7.592,0.024,-0.014,0.053,0.289,0.059,clusters1/NGC_2547.dat         ,NGC 2547                ,122.4842,-49.1783,NGC_2547,0.1941346908052876,-0.2240852411228608,1.4,0.5,122.52821102723811,-49.21155362459314
NGC_2548         ,123.3996,-5.7192,0.36,463,-1.323,0.232,1.039,0.22,1.284,0.07,   8.792,  1.199, 18,747,17,8.717,0.027,0.032,0.061,0.119,0.033,clusters1/NGC_2548.dat         ,NGC 2548                ,123.3996,-5.7192,NGC_2548,-0.1531035361453341,-0.1928717484870219,4.2,0.5,123.38779772538221,-5.733993369830298
NGC_2567         ,124.6558,-30.6259,0.059,91,-2.961,0.08,2.579,0.085,0.539,0.031,  36.590,  0.406,  3,1604,33,8.7,0.042,-0.062,0.042,0.372,0.049,clusters1/NGC_2567.dat         ,NGC 2567                ,124.6558,-30.6259,NGC_2567,-0.1942029727444061,-0.4419391784148403,1.0,0.5,124.64773715785702,-30.641686066835923
NGC_2571         ,124.7244,-29.7723,0.121,163,-4.89,0.211,4.271,0.203,0.723,0.075,        ,       ,   ,1293,46,7.517,0.138,0.058,0.106,0.419,0.041,clusters1/NGC_2571.dat         ,NGC 2571                ,124.7244,-29.7723,NGC_2571,-0.1495716590810483,0.2454743349746557,1.7,0.5,124.71676509343072,-29.761422252914667
NGC_2580         ,125.3667,-30.3045,0.033,33,-2.293,0.088,1.898,0.075,0.196,0.03,  66.704,  0.936,  5,3913,257,8.742,0.036,-0.131,0.108,0.583,0.105,clusters1/NGC_2580.dat         ,NGC 2580                ,125.3667,-30.3045,NGC_2580,-0.0997510181726628,-0.0857471206338527,1.7,0.5,125.3650082125006,-30.305755534255297
NGC_2587         ,125.837,-29.4984,0.116,148,-4.259,0.089,3.58,0.096,0.303,0.049,  68.734,  2.864,  3,2795,139,8.565,0.141,-0.122,0.111,0.636,0.091,clusters1/NGC_2587.dat         ,NGC 2587                ,125.837,-29.4984,NGC_2587,1.1813647257468354,-0.2239887803346505,5.9,0.5,125.86482536554958,-29.502988736577517
NGC_2588         ,125.7989,-32.9676,0.02,43,-1.897,0.125,2.51,0.126,0.193,0.073,        ,       ,   ,4297,350,8.6,0.145,-0.142,0.074,1.237,0.12,clusters1/NGC_2588.dat         ,NGC 2588                ,125.7989,-32.9676,NGC_2588,-0.060860844494877,-0.5389611160995615,0.8,0.5,125.79793265854714,-32.974786451323425
NGC_2627         ,129.3083,-29.953,0.083,339,-2.392,0.146,2.876,0.13,0.522,0.044,  28.656,  0.516, 17,1696,41,9.337,0.021,-0.165,0.058,0.389,0.047,clusters1/NGC_2627.dat         ,NGC 2627                ,129.3083,-29.953,NGC_2627,0.0663428065462268,0.0108884380238922,2.1,0.5,129.31088674070665,-29.95263213184776
NGC_2632         ,130.0569,19.6131,0.971,673,-36.148,1.21,-12.95,0.959,5.349,0.144,  34.892,  0.836,183,186,0,8.882,0.035,0.196,0.039,0.032,0.017,clusters1/NGC_2632.dat         ,NGC 2632                ,130.0571,19.6132,NGC_2632,-0.1261120798509409,0.0149388282177023,2.5,0.5,130.01565827584042,19.617697090824404
NGC_2635         ,129.6248,-34.7783,0.056,171,-2.501,0.095,2.17,0.113,0.144,0.054,  73.569,  1.055,  3,4049,167,8.72,0.066,-0.218,0.117,1.25,0.061,clusters1/NGC_2635.dat         ,NGC 2635                ,129.6248,-34.7783,NGC_2635,-0.3710821874435979,-0.0507020103790907,3.8,0.5,129.61840688688127,-34.77901729676577
NGC_2645         ,129.7813,-46.2318,0.042,54,-5.878,0.099,5.081,0.101,0.523,0.031,        ,       ,   ,1737,50,7.285,0.138,0.126,0.086,1.401,0.1,clusters1/NGC_2645.dat         ,NGC 2645                ,129.7813,-46.2318,NGC_2645,-0.2316906682207191,-0.1302627388288697,0.7,0.5,129.77025105247185,-46.23609624688971
NGC_2658         ,130.8649,-32.6621,0.06,383,-2.483,0.092,2.265,0.114,0.197,0.052,  54.314,  0.663,  5,3527,83,8.732,0.061,-0.112,0.067,1.002,0.085,clusters1/NGC_2658.dat         ,NGC 2658                ,130.8649,-32.6621,NGC_2658,0.1707327137281957,0.0311554666309898,2.6,0.5,130.8681944845683,-32.66159383937444
NGC_2659         ,130.633,-44.9985,0.038,91,-5.364,0.199,5.028,0.147,0.435,0.065,        ,       ,   ,1815,75,7.608,0.166,-0.08,0.142,1.528,0.078,clusters1/NGC_2659.dat         ,NGC 2659                ,130.633,-44.9985,NGC_2659,0.1161727305683246,0.1251451910109673,1.0,0.5,130.638185897005,-44.99454930894045
NGC_2660         ,130.6677,-47.1983,0.033,401,-2.744,0.139,5.167,0.163,0.307,0.066,  22.622,  1.113,  7,2642,105,9.076,0.068,0.01,0.03,1.458,0.148,clusters1/NGC_2660.dat         ,NGC 2660                ,130.6677,-47.1983,NGC_2660,-0.0694752614534941,-0.1240595307951588,0.6,0.5,130.66548243595548,-47.20099039780687
NGC_2669         ,131.607,-52.9328,0.103,217,-4.127,0.171,4.654,0.186,0.85,0.048,  21.940,  0.298,  2,1110,24,8.229,0.172,0.127,0.05,0.845,0.065,clusters1/NGC_2669.dat         ,NGC 2669                ,131.607,-52.9328,NGC_2669,-0.1174722649803081,0.0918674814761573,1.6,0.5,131.5969411284718,-52.92805757621537
NGC_2670         ,131.3747,-48.81,0.1,207,-5.381,0.152,3.606,0.143,0.651,0.046,        ,       ,   ,1474,76,7.968,0.217,0.304,0.103,1.306,0.104,clusters1/NGC_2670.dat         ,NGC 2670                ,131.3747,-48.81,NGC_2670,0.1910674511596148,0.37027214671423,2.3,0.5,131.38597439148336,-48.79560662005472
NGC_2671         ,131.5619,-41.8849,0.065,163,-1.538,0.171,0.92,0.169,0.689,0.035,   7.281,  0.556,  2,1373,58,8.438,0.401,0.219,0.131,2.667,0.081,clusters1/NGC_2671.dat         ,NGC 2671                ,131.5619,-41.8849,NGC_2671,-0.2158607639667717,0.1476831968632144,1.0,0.5,131.54980164030422,-41.87873649257959
NGC_2682         ,132.8478,11.8141,0.166,686,-11.001,0.218,-2.963,0.222,1.138,0.053,  34.045,  0.586, 59,865,18,9.575,0.028,0.072,0.052,0.127,0.039,clusters1/NGC_2682.dat         ,NGC 2682                ,132.8478,11.8141,NGC_2682,0.0638172238393908,-0.0522145015834967,1.4,0.5,132.85211854482304,11.81064138868852
NGC_2818         ,139.0449,-36.6214,0.077,270,-4.43,0.089,4.53,0.089,0.277,0.046,  21.849,  1.185, 16,2759,160,9.067,0.039,-0.099,0.092,0.519,0.082,clusters1/NGC_2818.dat         ,NGC 2818                ,139.0449,-36.6214,NGC_2818,-0.294459568784319,-0.0436850306232035,2.5,0.5,139.03728086951378,-36.62230695858044
NGC_2849         ,139.8524,-40.5211,0.027,150,-4.285,0.116,3.506,0.123,0.15,0.066,        ,       ,   ,4773,351,9.098,0.067,-0.177,0.084,1.373,0.101,clusters1/NGC_2849.dat         ,NGC 2849                ,139.8524,-40.5211,NGC_2849,-0.2416715744512094,0.1585873895411911,1.3,0.5,139.8485837609644,-40.51919623135955
NGC_2866         ,140.5228,-51.0981,0.018,90,-5.122,0.138,4.645,0.145,0.329,0.074,        ,       ,   ,2367,83,8.285,0.194,0.028,0.096,1.916,0.091,clusters1/NGC_2866.dat         ,NGC 2866                ,140.5228,-51.0981,NGC_2866,0.0833548842619356,-0.134091618405743,0.6,0.5,140.52601317200512,-51.101345787743895
NGC_2910         ,142.6359,-52.9167,0.053,132,-6.771,0.201,6.177,0.182,0.748,0.04,        ,       ,   ,1234,50,8.185,0.13,0.146,0.097,0.764,0.057,clusters1/NGC_2910.dat         ,NGC 2910                ,142.6359,-52.9167,NGC_2910,0.1712756747500887,0.1110561406017329,0.5,0.5,142.64908717564228,-52.91154282894569
NGC_2925         ,143.3316,-53.4227,0.123,93,-8.535,0.165,5.317,0.199,1.286,0.049,   3.503,  3.482,  5,749,16,8.366,0.126,0.042,0.091,0.257,0.079,clusters1/NGC_2925.dat         ,NGC 2925                ,143.3317,-53.4227,NGC_2925,-0.0384291717121199,-0.0677721767079861,1.3,0.5,143.3266662574052,-53.42788422372462
NGC_2972         ,145.0532,-50.3308,0.037,91,-5.092,0.154,2.501,0.143,0.487,0.049,  21.104,  0.529,  2,1742,83,8.648,0.249,0.051,0.125,1.529,0.195,clusters1/NGC_2972.dat         ,NGC 2972                ,145.0532,-50.3308,NGC_2972,0.1816052173225979,0.308422878185663,0.6,0.5,145.06255509990845,-50.320655348341525
NGC_3033         ,147.1602,-56.4132,0.089,102,-7.542,0.148,4.273,0.132,0.535,0.037,  26.895,  0.798,  3,1683,85,8.786,0.23,0.015,0.167,1.132,0.207,clusters1/NGC_3033.dat         ,NGC 3033                ,147.1603,-56.4132,NGC_3033,-0.144975630821583,-0.0050552892290474,1.8,0.5,147.15127817717087,-56.41337178133387
NGC_3105         ,150.1663,-54.7891,0.02,90,-4.158,0.149,2.703,0.13,0.114,0.075,  45.405,  0.505,  3,7045,2204,7.647,0.429,-0.097,0.159,2.911,0.061,clusters1/NGC_3105.dat         ,NGC 3105                ,150.1663,-54.7891,NGC_3105,0.3988774610995227,-0.1817862969741277,1.2,0.5,150.17192641279794,-54.790578306710536
NGC_3114         ,150.5718,-60.0564,0.342,1255,-7.364,0.196,3.776,0.201,0.951,0.05,  -1.093,  0.256, 14,987,19,8.358,0.055,0.096,0.039,0.316,0.033,clusters1/NGC_3114.dat         ,NGC 3114                ,150.5719,-60.0564,NGC_3114,0.0009056710178612,0.342455726740944,4.7,0.5,150.57190526542868,-60.0365202955954
NGC_3228         ,155.4634,-51.757,0.406,113,-14.855,0.337,-0.667,0.276,2.029,0.077,  14.520,  2.786, 15,483,6,7.666,0.067,0.143,0.084,0.2,0.022,clusters1/NGC_3228.dat         ,NGC 3228                ,155.4635,-51.757,NGC_3228,-0.2596284408750051,-0.390547422296768,4.5,0.5,155.41359368536138,-51.80331810234019
NGC_3255         ,156.6329,-60.6758,0.017,96,-5.905,0.105,3.314,0.101,0.116,0.057,        ,       ,   ,4432,187,8.712,0.514,0.007,0.104,1.028,0.241,clusters1/NGC_3255.dat         ,NGC 3255                ,156.633,-60.6758,NGC_3255,0.042742622103109,0.2040512785449229,0.9,0.5,156.63402816687469,-60.67316207173061
NGC_3293         ,158.9663,-58.2281,0.056,343,-7.672,0.14,3.339,0.125,0.375,0.047,        ,       ,   ,2334,52,7.139,0.016,0.028,0.044,1.009,0.035,clusters1/NGC_3293.dat         ,NGC 3293                ,158.9664,-58.2281,NGC_3293,0.0320001334933257,-0.2337515839569111,1.8,0.5,158.96779215291969,-58.23383820006026
NGC_3324         ,159.3721,-58.6251,0.056,38,-7.128,0.125,2.767,0.132,0.351,0.048,        ,       ,   ,2489,135,6.803,0.121,0.294,0.126,1.644,0.09,clusters1/NGC_3324.dat         ,NGC 3324                ,159.3722,-58.6251,NGC_3324,-1.046071702087679,0.4845448395815106,1.5,0.5,159.3258633236925,-58.613937677067334
NGC_3330         ,159.6498,-54.1414,0.102,118,-7.702,0.121,2.988,0.103,0.558,0.062,        ,       ,   ,1593,84,8.045,0.132,0.047,0.134,0.551,0.061,clusters1/NGC_3330.dat         ,NGC 3330                ,159.6499,-54.1414,NGC_3330,-0.0147382344890534,-0.0466538500565523,3.9,0.5,159.6488950381629,-54.1430780058392
NGC_3496         ,164.8815,-60.3363,0.075,418,-7.402,0.086,2.671,0.088,0.392,0.035,   9.611,  0.736, 20,2052,55,8.751,0.053,0.13,0.071,1.62,0.039,clusters1/NGC_3496.dat         ,NGC 3496                ,164.8816,-60.3363,NGC_3496,0.1251880219632628,0.0207053521511575,2.2,0.5,164.88856277986338,-60.335721679609335
NGC_3532         ,166.4115,-58.7221,0.441,1762,-10.373,0.409,5.193,0.43,2.062,0.066,   5.492,  1.833,226,477,2,8.616,0.015,0.05,0.025,0.136,0.024,clusters1/NGC_3532.dat         ,NGC 3532                ,166.4116,-58.7221,NGC_3532,0.0039938079669603,0.126622823850111,3.3,0.5,166.41242358275724,-58.70689045061195
NGC_3572         ,167.633,-60.302,0.071,112,-6.266,0.102,1.904,0.159,0.383,0.052,        ,       ,   ,2276,130,6.811,0.038,0.071,0.068,1.435,0.081,clusters1/NGC_3572.dat         ,NGC 3572                ,167.6331,-60.302,NGC_3572,-0.2802842197525406,1.5791052045193066,1.1,0.5,167.6187753928043,-60.26224701120151
NGC_3590         ,168.2616,-60.7875,0.029,167,-6.116,0.154,1.023,0.159,0.362,0.053,        ,       ,   ,2420,97,7.147,0.055,0.058,0.069,1.662,0.032,clusters1/NGC_3590.dat         ,NGC 3590                ,168.2617,-60.7875,NGC_3590,-0.0801648501341483,-0.2441467854862091,0.7,0.5,168.2577103975011,-60.793280348899884
NGC_366          ,16.6186,62.2183,0.031,132,-2.086,0.138,-0.431,0.137,0.342,0.065,        ,       ,   ,2611,65,7.148,0.254,-0.03,0.172,3.253,0.068,clusters1/NGC_366.dat          ,NGC 366                 ,16.6186,62.2183,NGC_366,0.2324867592608575,0.0495608666801672,1.1,0.5,16.629545780097384,62.219387132432864
NGC_3680         ,171.3866,-43.2486,0.132,99,-7.271,0.167,1.131,0.204,0.934,0.045,   2.922,  1.509, 29,1033,16,9.292,0.023,-0.041,0.036,0.273,0.054,clusters1/NGC_3680.dat         ,NGC 3680                ,171.3866,-43.2486,NGC_3680,-0.0718611850963579,0.3936418436486768,2.5,0.5,171.38112985976846,-43.22676635867112
NGC_3766         ,174.0605,-61.6136,0.095,632,-6.736,0.112,0.964,0.126,0.459,0.043, -16.489,  0.269,  2,1862,60,7.491,0.071,0.051,0.081,0.803,0.025,clusters1/NGC_3766.dat         ,NGC 3766                ,174.0606,-61.6136,NGC_3766,0.0288304746430263,-0.0387942564952545,2.6,0.5,174.0623661143338,-61.614793729055144
NGC_381          ,17.0889,61.5938,0.081,146,1.6,0.159,-2.257,0.23,0.845,0.046,        ,       ,   ,1104,21,8.63,0.13,0.105,0.122,1.375,0.095,clusters1/NGC_381.dat          ,NGC 381                 ,17.0889,61.5938,NGC_381,0.0464538516148556,-0.2261665515688822,0.9,0.5,17.093965939120604,61.582062235089325
NGC_3960         ,177.6406,-55.6788,0.063,280,-6.52,0.1,1.857,0.097,0.404,0.042, -21.993,  0.774, 12,2074,114,8.98,0.06,0.003,0.119,1.075,0.084,clusters1/NGC_3960.dat         ,NGC 3960                ,177.6406,-55.6788,NGC_3960,0.1630453134278511,-0.0928562332644098,1.3,0.5,177.64858916170405,-55.68136496256954
NGC_4052         ,180.3928,-63.231,0.082,170,-6.836,0.086,0.072,0.087,0.327,0.042,  -2.607,  0.422,  7,2322,113,8.575,0.142,0.093,0.078,1.054,0.099,clusters1/NGC_4052.dat         ,NGC 4052                ,180.3929,-63.231,NGC_4052,1.4286071947844174,0.1840376674587691,2.7,0.5,180.47105493190648,-63.226437343312554
NGC_4103         ,181.6026,-61.2492,0.091,353,-6.19,0.134,0.088,0.197,0.473,0.058, -24.863,  0.292,  2,1873,50,7.457,0.049,0.128,0.073,1.1,0.025,clusters1/NGC_4103.dat         ,NGC 4103                ,181.6027,-61.2492,NGC_4103,0.6466994899981371,0.0357930303099944,2.2,0.5,181.64372692217376,-61.24809885289409
NGC_433          ,18.7929,60.1321,0.048,110,-1.44,0.11,-0.732,0.109,0.473,0.054,        ,       ,   ,1802,89,7.581,0.331,0.048,0.115,2.003,0.085,clusters1/NGC_433.dat          ,NGC 433                 ,18.7929,60.1321,NGC_433,0.0109269197528867,-0.0314466071646268,1.1,0.5,18.793597623868735,60.131100132532836
NGC_4337         ,186.0177,-58.1274,0.047,228,-8.842,0.093,1.474,0.09,0.358,0.047, -16.464,  0.712, 13,2416,99,9.158,0.031,0.105,0.087,1.295,0.066,clusters1/NGC_4337.dat         ,NGC 4337                ,186.0178,-58.1274,NGC_4337,0.1368917673716492,0.2804100636119937,0.9,0.5,186.0238469758062,-58.12074988803289
NGC_4349         ,186.0467,-61.8686,0.06,196,-7.825,0.154,-0.298,0.136,0.491,0.039, -11.773,  0.416,  3,1656,36,8.534,0.13,-0.034,0.071,1.303,0.06,clusters1/NGC_4349.dat         ,NGC 4349                ,186.0468,-61.8686,NGC_4349,0.0647956110066934,0.060394727110685,1.1,0.5,186.05145445726396,-61.86651032680749
NGC_436          ,18.9959,58.825,0.039,167,-0.993,0.088,-0.578,0.093,0.266,0.055, -79.758,  0.355,  3,2743,118,7.861,0.105,-0.122,0.11,1.59,0.034,clusters1/NGC_436.dat          ,NGC 436                 ,18.9959,58.825,NGC_436,0.2385429960156466,-0.3775208492344317,1.2,0.5,19.005523329601026,58.81711398707817
NGC_4439         ,187.1208,-60.0977,0.056,61,-7.054,0.209,-0.374,0.26,0.473,0.057,        ,       ,   ,1788,114,7.706,0.271,0.019,0.119,1.25,0.079,clusters1/NGC_4439.dat         ,NGC 4439                ,187.1209,-60.0977,NGC_4439,0.0445281029410633,-0.0222260653687031,1.0,0.5,187.12366229176004,-60.098412194909436
